127.0.0.1 - - [20/Dec/2018:09:40:19 +0800] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:40:19 +0800] "GET /web/index.html HTTP/1.1" 200 7366
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:40:19 +0800] "GET /web/index.html HTTP/1.1" 200 7366
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:00 +0800] "GET /web/index.html HTTP/1.1" 200 7366
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:00 +0800] "GET /web/ktc/css/inner_gold.css HTTP/1.1" 200 3663
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:00 +0800] "GET /web/ktc/css/base.css HTTP/1.1" 200 5007
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:00 +0800] "GET /web/css/main.css HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:00 +0800] "GET /web/plugins/layui/css/layui.css HTTP/1.1" 200 59632
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:00 +0800] "GET /web/css/bootstrap.min.css HTTP/1.1" 200 121158
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:00 +0800] "GET /web/ktc/css/gold.css HTTP/1.1" 200 1543
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:00 +0800] "GET /web/plugins/jqgrid/ui.jqgrid-bootstrap.css HTTP/1.1" 200 19220
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:01 +0800] "GET /web/plugins/ztree/css/zTreeStyle/zTreeStyle.css HTTP/1.1" 200 6319
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:01 +0800] "GET /web/css/iview.css HTTP/1.1" 200 267709
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:01 +0800] "GET /web/css/basedata/ht-list-common.css HTTP/1.1" 200 1064
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:01 +0800] "GET /web/ktc/css/common.css HTTP/1.1" 200 19710
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:01 +0800] "GET /web/css/basedata/add-weight-setting.css HTTP/1.1" 200 278
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:01 +0800] "GET /web/css/index.css HTTP/1.1" 200 8428
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:01 +0800] "GET /web/js/jquery-2.0.3.min.js HTTP/1.1" 200 83618
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:01 +0800] "GET /web/plugins/layui/layui.all.js HTTP/1.1" 200 227001
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/js/index.js HTTP/1.1" 200 22489
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/plugins/iview/iview.min.js HTTP/1.1" 200 539096
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/ktc/js/app.js HTTP/1.1" 200 79255
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/js/vue.min.js HTTP/1.1" 200 86452
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/js/common.js HTTP/1.1" 200 3090
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/plugins/layui/css/modules/laydate/default/laydate.css?v=5.0.9 HTTP/1.1" 200 7538
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/plugins/layui/css/modules/code.css HTTP/1.1" 200 1064
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/plugins/layui/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 200 14426
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/shiroUser/info?_1545270122618&_=1545270121922 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "POST /web/sysShiroMenu/queryByMenuTree HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "POST /web/public/getUserOragnList HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "POST /web/shiroCode/queryByBaseCodeAll HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/css/fonts/ionicons.ttf?v=2.0.0 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/images/open.png HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/images/logo.png HTTP/1.1" 200 4150
0:0:0:0:0:0:0:1 - - [20/Dec/2018:09:42:02 +0800] "GET /web/images/email.png HTTP/1.1" 200 357
