127.0.0.1 - - [04/Dec/2018:08:59:51 +0800] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:06 +0800] "GET /web/ktc/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:06 +0800] "GET /web/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:06 +0800] "GET /web/plugins/layui/css/modules/laydate/default/laydate.css?v=5.0.9 HTTP/1.1" 200 7538
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:06 +0800] "GET /web/plugins/layui/css/modules/code.css HTTP/1.1" 200 1064
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:06 +0800] "GET /web/plugins/layui/css/modules/layer/default/layer.css?v=3.1.1 HTTP/1.1" 200 14426
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:06 +0800] "GET /web/images/open.png HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:06 +0800] "GET /web/images/email.png HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:06 +0800] "GET /web/images/alarm.png HTTP/1.1" 200 481
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "POST /web/shiroCode/queryByBaseCodeAll HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/shiroUser/info?_1543885446656&_=1543885445932 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "POST /web/public/getUserOragnList HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/css/fonts/ionicons.ttf?v=2.0.0 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "POST /web/sysShiroMenu/queryByMenuTree HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/images/logo.png HTTP/1.1" 200 4150
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/login.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/css/fonts/ionicons.woff?v=2.0.0 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/css/AdminLTE.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/css/font-awesome.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/plugins/Lodop/LodopFuncs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/css/all-skins.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/js/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/js/app.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/plugins/layui/layui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:07 +0800] "GET /web/ktc/img/logo-login.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:08 +0800] "GET /web/login/captcha HTTP/1.1" 200 1971
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:11 +0800] "POST /web/login/login HTTP/1.1" 200 57
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:12 +0800] "GET /web/css/fonts/ionicons.ttf?v=2.0.0 HTTP/1.1" 200 188508
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:12 +0800] "GET /web/shiroUser/info?_1543885452187&_=1543885452087 HTTP/1.1" 200 2224
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:12 +0800] "POST /web/public/getUserOragnList HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:13 +0800] "POST /web/sysShiroMenu/queryByMenuTree HTTP/1.1" 200 229584
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:14 +0800] "GET /web/images/finance.png HTTP/1.1" 200 310
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:14 +0800] "GET /web/images/finance_active.png HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:15 +0800] "POST /web/shiroCode/queryByBaseCodeAll HTTP/1.1" 200 39486
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:29 +0800] "GET /web/finance/FixedAssets/StorageLocation/index.html HTTP/1.1" 200 8851
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:29 +0800] "GET /web/css/main.css?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:29 +0800] "GET /web/dist/css/vendors.min.css?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 452989
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:29 +0800] "GET /web/plugins/layui/layui.all.js?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 227001
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:29 +0800] "GET /web/js/common.js?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 3090
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/dist/js/vendors.min.js?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 1149654
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/ktc/js/app.js?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 79255
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/js/basedata/components/search-select-more.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/js/basedata/components/base-data-list.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/js/utils.js?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 23642
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/ktc/css/common.css?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 19690
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/plugins/Lodop/LodopFuncs.js?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 8380
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/js/http.js?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 6394
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/js/basedata/components/date-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/js/basedata/components/ht-btns.js HTTP/1.1" 200 811
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/plugins/Lodop/LodopCommFun.js?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 15912
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/js/basedata/components/ht-add-del-btn.js HTTP/1.1" 200 621
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/js/basedata/components/area-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/ktc/css/print.css?_=207bbda8-91a1-4e65-bafc-362b6f16d673 HTTP/1.1" 200 891
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/js/basedata/components/common-record-list.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:30 +0800] "GET /web/js/basedata/components/ht-tree.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:31 +0800] "GET /web/js/finance/components/ht-structure-tree.js?_=1543885470954 HTTP/1.1" 200 2539
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:31 +0800] "GET /web/js/finance/FixedAssets/StorageLocation/index.js?_=1543885470955 HTTP/1.1" 200 8582
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:31 +0800] "POST /web/falocation/initPage HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:31 +0800] "POST /web/falocation/initTree HTTP/1.1" 200 1085
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:32 +0800] "GET /web/plugins/ztree/css/zTreeStyle/img/zTreeStandard.png HTTP/1.1" 200 11173
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:41 +0800] "POST /web/falocation/info HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:42 +0800] "POST /web/falocation/info HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:42 +0800] "POST /web/falocation/info HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:47 +0800] "POST /web/falocation/info HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:47 +0800] "POST /web/falocation/info HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:48 +0800] "POST /web/falocation/info HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:48 +0800] "POST /web/falocation/info HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:48 +0800] "POST /web/falocation/info HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:52 +0800] "GET /web/finance/FixedAssets/StorageLocation/index.html HTTP/1.1" 200 8851
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:52 +0800] "GET /web/js/finance/components/ht-structure-tree.js?_=1543885492372 HTTP/1.1" 200 2539
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:52 +0800] "GET /web/js/finance/FixedAssets/StorageLocation/index.js?_=1543885492373 HTTP/1.1" 200 8582
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:52 +0800] "POST /web/falocation/initPage HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:52 +0800] "POST /web/falocation/initTree HTTP/1.1" 200 1085
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:52 +0800] "POST /web/falocation/info HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:04:57 +0800] "POST /web/falocation/info HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:07 +0800] "GET /web/finance/FixedAssets/InitialFixedAssetsList/index.html HTTP/1.1" 200 50031
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:07 +0800] "GET /web/ktc/css/ht-fixed-table.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:07 +0800] "GET /web/js/finance/components/ht-input-tree.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:07 +0800] "GET /web/js/finance/components/ht-tree.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:07 +0800] "GET /web/js/finance/FixedAssets/InitialFixedAssetsList/assetNumber.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:07 +0800] "GET /web/js/finance/FixedAssets/InitialFixedAssetsList/index.js HTTP/1.1" 200 82091
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:07 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:07 +0800] "POST /web/useState/initTree HTTP/1.1" 200 4540
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:08 +0800] "GET /web/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:08 +0800] "POST /web/testDocument/getCurrentUserDeptInfo HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:08 +0800] "POST /web/bankdepositstatement/getognlist HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:08 +0800] "POST /web/app/financeFaChangeMode/treeData HTTP/1.1" 200 2897
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:09 +0800] "POST /web/useState/initTree HTTP/1.1" 200 4540
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:09 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:09 +0800] "POST /web/app/financeFaChangeMode/treeData HTTP/1.1" 200 2897
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:09 +0800] "POST /web/facard/listchangetype HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:10 +0800] "POST /web/app/financeFaChangeMode/treeData HTTP/1.1" 200 2897
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:10 +0800] "POST /web/falocation/initTree HTTP/1.1" 200 1085
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:10 +0800] "POST /web/facard/listuser HTTP/1.1" 200 5544
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:10 +0800] "POST /web/facard/listcard HTTP/1.1" 200 31128
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:10 +0800] "POST /web/financeCommon/sysIsEnabled/4 HTTP/1.1" 200 57
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:10 +0800] "POST /web/facard//sysproval/assetCurrentAccountingPeriod HTTP/1.1" 200 57
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:11 +0800] "POST /web/facard//sysproval/assetCurrentAccountingYear HTTP/1.1" 200 59
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:11 +0800] "POST /web/facard/periods HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:11 +0800] "POST /web/tfinancebalance/listaccountsubject HTTP/1.1" 200 13332
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:11 +0800] "GET /web/finance/FixedAssets/InitialFixedAssets/index.html?type=init HTTP/1.1" 200 67292
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:12 +0800] "GET /web/js/finance/FixedAssets/InitialFixedAssets/index.js HTTP/1.1" 200 141122
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:12 +0800] "GET /web/js/finance/util/decimal.js HTTP/1.1" 200 4290
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:12 +0800] "GET /web/js/quality/components/ht-btns.js HTTP/1.1" 200 644
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:12 +0800] "GET /web/css/finance/FixedAssets/InitialFixedAssets/index.css HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:12 +0800] "GET /web/js/purchase/purchase-collectgoods/supplierSource-list.js HTTP/1.1" 200 5572
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:12 +0800] "GET /web/js/components/ht-print-choose.js?_=1543885512169 HTTP/1.1" 200 3592
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:12 +0800] "POST /web/facard/sysproval/assetEnabledAccountingYear HTTP/1.1" 200 59
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:12 +0800] "POST /web/facard/sysproval/assetEnabledAccountingPeriod HTTP/1.1" 200 56
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:12 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:12 +0800] "POST /web/useState/initTree HTTP/1.1" 200 4540
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:13 +0800] "POST /web/app/financeFaChangeMode/treeData HTTP/1.1" 200 2897
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:13 +0800] "POST /web/testDocument/getCurrentUserDeptInfo HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:13 +0800] "POST /web/bankdepositstatement/getognlist HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:13 +0800] "POST /web/facard/listunitgroup HTTP/1.1" 200 1822
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:13 +0800] "POST /web/falocation/initTree HTTP/1.1" 200 1085
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:14 +0800] "POST /web/tfinancebalance/listcurrency HTTP/1.1" 200 3839
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:14 +0800] "POST /web/facard/getperiodstr HTTP/1.1" 200 67
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:14 +0800] "POST /web/facard/listcard HTTP/1.1" 200 13061
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:14 +0800] "POST /web/financeCommon/sysIsEnabled/4 HTTP/1.1" 200 57
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:14 +0800] "POST /web/tfinancebalance/listaccountsubject HTTP/1.1" 200 13332
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:14 +0800] "POST /web/finance/FixedAssets/InitialFixedAssets/index.html?type=init HTTP/1.1" 200 67292
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:14 +0800] "POST /web/facard/listunitbygroupid/null HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:14 +0800] "POST /web/facard/periodinuse/undefined HTTP/1.1" 200 198
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:14 +0800] "GET /web/js/components/ht-print-choose.js?_=1543885512170 HTTP/1.1" 200 3592
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:15 +0800] "POST /web/supplier/list HTTP/1.1" 200 12759
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:15 +0800] "POST /web/facard/getratebyid/1 HTTP/1.1" 200 65
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:22 +0800] "GET /web/finance/FixedAssets/FixedAssetsSubsidiaryLedger/index.html HTTP/1.1" 200 13573
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:22 +0800] "GET /web/js/finance/components/ht-assets-list.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:22 +0800] "GET /web/js/finance/FixedAssets/FixedAssetsSubsidiaryLedger/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:22 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:22 +0800] "POST /web/testDocument/getCurrentUserDeptInfo HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:23 +0800] "POST /web/expenseAllocation/initData HTTP/1.1" 200 20094
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:24 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 22434
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:05:25 +0800] "POST /web/facard/getFixedAssetsList HTTP/1.1" 200 1567
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:08 +0800] "GET /web/finance/FixedAssets/FixedAssetsDepreciationDetailed/index.html HTTP/1.1" 200 17579
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:08 +0800] "GET /web/js/finance/FixedAssets/FixedAssetsDepreciationDetailed/index.js HTTP/1.1" 200 15432
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:08 +0800] "POST /web/useState/initTree HTTP/1.1" 200 4540
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:08 +0800] "POST /web/app/faDepreciationSummaryTable/initFormData HTTP/1.1" 200 2897
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:08 +0800] "POST /web/testDocument/getCurrentUserDeptInfo HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:08 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:08 +0800] "POST /web/app/faDepreciationSummaryTable/detailList HTTP/1.1" 200 57
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:08 +0800] "POST /web/app/financeFaChangeMode/treeData HTTP/1.1" 200 2897
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:08 +0800] "GET /web/finance/FixedAssets/FixedAssetsSubsidiaryLedger/index.html HTTP/1.1" 200 13573
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:09 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:09 +0800] "POST /web/testDocument/getCurrentUserDeptInfo HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:09 +0800] "POST /web/expenseAllocation/initData HTTP/1.1" 200 20094
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:10 +0800] "POST /web/subsidiaryLedger/detail HTTP/1.1" 200 22434
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:10 +0800] "POST /web/facard/getFixedAssetsList HTTP/1.1" 200 1567
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:12 +0800] "GET /web/finance/FixedAssets/InitialFixedAssetsList/index.html HTTP/1.1" 200 50031
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:13 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:13 +0800] "POST /web/useState/initTree HTTP/1.1" 200 4540
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:13 +0800] "POST /web/testDocument/getCurrentUserDeptInfo HTTP/1.1" 200 655
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:13 +0800] "POST /web/bankdepositstatement/getognlist HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:13 +0800] "POST /web/assetsclassescontroller/assetsClassesList HTTP/1.1" 200 756
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:13 +0800] "POST /web/useState/initTree HTTP/1.1" 200 4540
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:13 +0800] "POST /web/app/financeFaChangeMode/treeData HTTP/1.1" 200 2897
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:13 +0800] "POST /web/facard/listchangetype HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:14 +0800] "POST /web/app/financeFaChangeMode/treeData HTTP/1.1" 200 2897
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:14 +0800] "POST /web/facard/listuser HTTP/1.1" 200 5544
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:14 +0800] "POST /web/financeCommon/sysIsEnabled/4 HTTP/1.1" 200 57
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:14 +0800] "POST /web/facard//sysproval/assetCurrentAccountingYear HTTP/1.1" 200 59
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:14 +0800] "POST /web/app/financeFaChangeMode/treeData HTTP/1.1" 200 2897
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:14 +0800] "POST /web/falocation/initTree HTTP/1.1" 200 1085
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:14 +0800] "POST /web/tfinancebalance/listaccountsubject HTTP/1.1" 200 13332
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:14 +0800] "POST /web/facard/listcard HTTP/1.1" 200 31128
0:0:0:0:0:0:0:1 - - [04/Dec/2018:09:06:14 +0800] "POST /web/facard/periods HTTP/1.1" 200 116
